"Feature","NIT_1","NIT_2","NIT_3","CTL_1","CTL_2","CTL_3"
"EHBP1L1",496,396,461,248,236,144
"EHD1",1071,1023,1207,1110,951,833
"EHD2",225,141,176,45,74,36
"EHD3",587,676,844,1116,1286,473
"EHD4",639,486,599,162,143,114
"EHF",30,19,26,11,19,13
"EHHADH",1546,1432,2317,4484,3309,2372
"EHMT1",317,313,298,366,307,245
"EHMT2",830,800,862,1145,1108,803
"EI24",1814,2026,1990,3707,3236,2370
"EID1",554,539,609,701,673,558
"EID3",1,3,0,5,7,2
"EIF1",596,478,533,698,740,470
"EIF1A",901,1009,838,807,660,604
"EIF1AD",312,278,243,257,227,183
"EIF1AX",664,599,650,341,381,276
"EIF1B",222,189,197,254,201,188
"EIF2A",355,342,322,417,346,301
"EIF2AK1",507,516,563,827,764,600
"EIF2AK2",269,229,214,232,216,146
"EIF2AK3",386,423,392,418,259,343
"EIF2AK4",242,260,313,235,245,194
"EIF2B1",162,121,152,178,131,139
"EIF2B2",176,205,165,149,159,116
"EIF2B3",91,91,85,84,34,72
"EIF2B4",301,261,276,382,335,321
"EIF2B5",485,486,408,633,571,431
"EIF2C1",148,147,168,255,223,168
"EIF2C2",62,82,70,59,49,40
"EIF2C4",49,54,46,109,87,89
"EIF2D",387,341,357,418,364,314
"EIF2S1",537,566,542,473,391,376
"EIF2S2",1094,1014,1046,1122,905,752
"EIF2S3X",1074,1016,959,824,746,601
"EIF3A",2548,2700,2952,3109,2485,2152
"EIF3B",1365,1436,1406,1240,976,1025
"EIF3C",2271,2277,2225,1898,1663,1358
"EIF3D",753,844,729,716,630,550
"EIF3E",935,951,885,903,815,694
"EIF3F",705,709,666,637,586,506
"EIF3G",514,569,495,555,494,408
"EIF3H",1075,1018,1044,1105,1020,848
"EIF3I",372,338,342,320,316,265
"EIF3J",362,325,300,450,317,298
"EIF3K",171,165,162,159,144,103
"EIF3M",894,789,723,663,534,523
"EIF3S6IP",704,747,791,842,665,560
"EIF4A1",3141,3018,2960,2359,1955,1867
"EIF4A2",1780,1652,1477,2403,2040,1729
"EIF4B",2226,2122,2034,3265,2889,2269
"EIF4E",485,480,507,484,384,363
"EIF4E2",137,121,124,149,132,119
"EIF4E3",180,160,158,49,35,33
"EIF4EBP1",392,329,325,237,182,154
"EIF4EBP2",706,644,725,1246,1055,822
"EIF4EBP3",82,92,121,242,192,294
"EIF4ENIF1",269,248,290,287,245,172
"EIF4G2",1940,1760,1908,2122,2223,1636
"EIF4G3",861,851,899,854,808,590
"EIF4H",2128,1904,2108,2036,1835,1450
"EIF5",999,885,967,1084,973,903
"EIF5A",2382,2380,2422,1789,2329,1829
"EIF5A2",40,22,24,8,7,2
"EIF5B",220,221,216,294,241,215
"ELAC1",47,39,40,51,42,45
"ELAC2",390,460,440,530,455,437
"ELAVL1",537,490,429,639,540,394
"ELF1",381,338,311,227,327,132
"ELF2",424,432,438,384,422,252
"ELF3",41,25,36,13,13,36
"ELF4",107,68,97,28,26,13
"ELK1",76,83,73,98,99,81
"ELK3",372,287,359,178,246,126
"ELK4",976,835,977,1068,950,794
"ELL",459,443,338,344,491,275
"ELL3",16,26,19,21,20,14
"ELMO1",148,132,138,34,30,19
"ELMO2",574,492,472,298,223,176
"ELMO3",315,347,296,525,492,369
"ELMOD2",48,78,57,121,87,63
"ELMOD3",30,25,20,38,61,41
"ELN",825,241,433,314,511,379
"ELOF1",221,159,191,231,187,161
"ELOVL1",321,304,327,262,300,206
"ELOVL2",390,569,475,482,1011,851
"ELOVL5",909,1184,789,2331,2276,1556
"ELOVL6",71,99,175,95,121,109
"ELOVL7",13,0,0,0,3,1
"ELP2",452,480,486,429,395,383
"ELTD1",267,256,248,202,237,98
"EMB",191,119,135,42,41,30
"EMCN",60,82,61,83,96,53
"EMD",186,151,154,160,147,92
"EME1",18,13,17,6,3,0
"EMG1",141,122,120,106,90,80
"EMID1",17,20,23,22,48,30
"EMILIN1",1375,1011,1171,628,912,385
"EML1",9,10,6,6,3,3
"EML2",189,176,177,145,193,105
"EML4",1009,1088,840,666,608,531
"EMP1",529,326,349,94,163,66
"EMP2",132,97,103,57,77,35
"EMP3",152,90,109,35,33,22
"EMR1",1216,732,810,419,249,164
"EMR4",143,132,112,64,36,23
"ENAH",28,19,19,14,24,13
"ENC1",1390,1652,1488,355,213,141
"ENDOG",33,35,53,43,43,59
"ENGASE",151,173,180,187,121,142
"ENKUR",2,3,5,1,1,1
"ENO1",898,870,810,568,592,555
"ENO2",65,26,31,6,0,5
"ENO3",35,21,31,31,34,29
"ENO4",5,4,3,4,6,3
"ENOPH1",155,139,131,115,102,75
"ENPEP",94,131,111,207,241,148
"ENPP1",604,653,712,1355,1080,845
"ENPP2",1467,1432,1252,2463,2629,2098
"ENPP3",1065,1483,1246,1274,1437,1201
"ENPP4",343,312,271,146,154,117
"ENPP5",224,400,197,232,197,73
"ENPP7",3,5,6,3,2,0
"ENSA",237,228,265,271,244,211
"ENTPD1",137,109,109,37,30,21
"ENTPD2",46,23,21,27,27,15
"ENTPD4",272,221,259,303,302,233
"ENTPD5",1381,1464,1553,1605,1491,875
"ENTPD6",49,32,37,39,35,39
"ENTPD7",63,59,59,84,50,57
"ENTPD8",101,135,120,258,172,175
"ENY2",306,272,309,386,363,300
"EP400",784,765,860,982,752,553
"EPAS1",1449,1582,1232,1529,1824,1109
"EPB4.1L5",245,273,283,292,314,195
"EPB41L1",301,291,273,285,467,252
"EPB41L3",58,58,61,32,18,15
"EPB41L4A",13,5,6,7,6,7
"EPB41L4B",408,424,441,652,610,484
"EPB42",35,14,18,7,17,11
"EPB49",63,71,48,76,116,77
"EPC2",142,106,124,119,126,95
"EPCAM",198,203,171,113,268,132
"EPDR1",4,0,7,0,1,0
"EPHA1",469,423,444,662,634,638
"EPHA10",3,2,4,0,0,0
"EPHA2",243,164,180,220,202,125
"EPHA3",7,9,8,13,13,5
"EPHA4",22,3,8,8,14,22
"EPHB1",24,15,12,0,9,3
"EPHB2",22,6,5,6,2,4
"EPHB3",11,11,7,6,11,8
"EPHB6",55,36,54,87,92,46
"EPHX1",28149,22577,26176,14827,12092,6412
"EPHX2",269,315,36,941,316,532
"EPN1",964,917,936,1304,1204,889
"EPN2",145,120,132,109,116,102
"EPN3",2,1,1,0,3,0
"EPO",12,9,4,0,0,0
"EPOR",12,7,6,4,2,2
"EPRS",3616,4094,3305,3330,2866,3261
"EPS15",424,405,420,358,395,226
"EPS15L1",258,203,226,229,173,169
"EPS8L1",4,0,4,1,1,3
"EPS8L2",778,691,810,1114,956,581
"EPSTI1",190,186,136,70,39,21
"EPX",3,0,4,1,2,0
"ERAL1",179,204,201,237,216,187
"ERAP1",1482,1337,1192,903,776,607
"ERBB2",37,18,31,9,12,8
"ERBB3",889,892,1041,1453,1647,1279
"ERC1",122,129,156,189,142,107
"ERC2",1,3,11,4,21,14
"ERCC1",69,72,55,77,66,52
"ERCC2",197,176,191,193,185,137
"ERCC3",338,323,332,394,332,313
"ERCC5",93,114,119,169,157,144
"ERCC6",199,168,245,194,210,188
"ERCC8",92,74,70,87,75,64
"ERF",548,576,508,416,484,361
"ERG",73,61,58,73,89,61
"ERGIC2",380,355,364,329,318,262
"ERGIC3",812,760,904,1109,1156,844
"ERH",307,322,322,268,258,228
"ERI1",182,148,193,161,108,103
"ERI2",92,153,148,207,144,126
"ERICH1",25,8,16,21,30,13
"ERLEC1",661,799,684,766,870,725
"ERLIN1",1073,1205,1124,1469,1669,1329
"ERLIN2",558,454,517,514,570,476
"ERMP1",798,655,628,479,604,426
"ERN1",266,296,286,416,299,226
"ERO1L",540,465,459,402,309,244
"ERO1LB",234,257,261,400,478,375
"ERP27",1,1,2,2,2,1
"ERP29",948,979,989,851,751,741
"ERP44",842,936,812,1011,896,810
"ERRFI1",10733,12023,11275,17542,18364,9049
"ESAM",253,262,234,120,147,61
"ESCO1",175,164,166,163,146,96
"ESD",732,849,754,901,935,778
"ESF1",229,226,244,234,197,179
"ESM1",68,65,59,2,11,16
"ESPL1",107,97,143,13,17,9
"ESPNL",6,1,2,0,0,1
"ESR1",38,81,50,109,63,120
"ESRP1",7,2,3,0,1,0
"ESRP2",1061,1257,1049,1375,1613,1344
"ESRRA",320,351,288,287,277,240
"ESRRG",71,85,60,132,134,24
"ESYT1",838,692,719,578,570,395
"ETAA1",18,15,23,16,13,22
"ETF1",1513,1385,1428,1450,1223,950
"ETFA",2477,2627,2184,3366,2647,2361
"ETFB",1143,1414,1338,2136,1923,1513
"ETFDH",1914,2127,1967,4033,3201,2127
"ETHE1",354,480,504,940,731,569
"ETNK1",2134,1694,1341,1008,835,829
"ETNK2",382,456,427,824,883,707
"ETS1",1254,1204,1264,1111,1174,554
"ETS2",904,892,740,572,526,467
"ETV1",34,16,21,31,26,11
"ETV3",88,101,85,191,133,118
"ETV4",16,5,12,4,0,1
"ETV5",150,103,95,48,77,41
"ETV6",75,104,79,142,70,89
"EVC",240,268,188,439,59,34
"EVC2",37,22,24,18,3,4
"EVI2A",34,15,23,15,8,4
"EVL",154,127,123,45,50,22
"EVPL",8,5,7,0,3,1
"EWSR1",891,774,839,788,777,557
"EXD2",105,86,108,124,108,60
"EXNEF",31,35,38,15,16,9
"EXO1",29,22,24,2,4,1
"EXOC2",432,417,364,459,465,326
"EXOC3",276,280,248,359,299,189
"EXOC3L1",90,80,83,82,93,58
"EXOC3L4",16,14,19,5,5,4
"EXOC4",249,234,268,176,191,118
"EXOC5",273,292,299,282,260,188
"EXOC6",176,202,181,180,165,113
"EXOC6B",193,179,154,154,142,85
"EXOC7",288,299,296,312,317,205
"EXOC8",177,195,195,138,137,100
"EXOG",39,46,38,42,33,32
"EXOSC2",79,70,83,66,43,48
"EXOSC3",51,43,38,71,42,48
"EXOSC4",122,86,113,137,144,91
"EXOSC5",139,154,129,198,158,159
"EXOSC7",83,93,88,132,100,93
"EXOSC8",41,45,41,60,42,36
"EXOSC9",183,151,205,191,173,150
"EXT1",540,520,463,377,330,348
"EXT2",490,461,398,473,481,337
"EXTL1",149,154,127,334,627,262
"EXTL2",36,25,25,43,31,35
"EXTL3",247,180,192,196,234,160
"EYA2",17,15,8,10,11,0
"EYA3",355,331,370,398,358,262
"EZH1",255,177,226,264,287,150
"EZH2",170,121,145,81,76,53
"EZR",414,317,314,103,94,56
"F10",2932,3542,3422,5969,5599,4919
"F11",419,670,473,771,1078,639
"F11R",1284,1330,1517,1778,1979,1335
"F12",4422,4864,4664,10330,9892,8247
"F13A1",69,18,21,4,5,11
"F13B",2020,2388,2495,3825,3418,2694
"F2",22240,25032,25643,32601,30186,23429
"F2R",386,264,311,72,118,53
"F2RL1",8,9,6,2,0,1
"F2RL2",9,7,5,5,2,2
"F3",38,16,21,10,11,15
"F5",2517,3049,2943,2784,2365,2402
"F7",383,320,397,608,627,483
"F8",259,199,219,222,273,174
"F8A1",199,188,185,261,218,214
"F9",5948,7612,7047,12819,11553,9859
"FAAH",1002,1198,1214,2582,3280,2005
"FABP1",7248,10870,8439,21422,23559,13695
"FABP12",8,6,9,4,10,4
"FABP2",48,47,44,12,13,12
"FABP3",17,10,15,9,6,8
"FABP4",366,386,431,20,29,14
"FABP7",242,304,287,1535,1019,572
"FADD",22,21,31,27,23,19
"FADS1",2104,4106,4382,10877,13964,7054
"FADS2",1408,2445,2845,7491,10195,4485
"FADS3",72,50,55,29,38,23
"FADS6",1109,1101,825,1539,1340,1085
"FAF1",443,448,368,564,429,361
"FAF2",319,334,357,496,382,287
"FAH",2478,3232,2788,5487,5029,3906
"FAHD1",296,315,300,1099,1342,862
"FAHD2A",233,331,322,667,598,494
"FAIM",3,1,1,1,2,1
"FAIM3",13,3,11,13,20,4
"FAM100A",161,206,153,128,111,82
"FAM101A",5,4,7,0,0,1
"FAM101B",17,7,11,4,8,9
"FAM102B",751,648,650,180,109,60
"FAM103A1",55,66,55,99,90,66
"FAM104A",273,244,253,313,271,199
"FAM105A",159,117,131,27,23,17
"FAM107A",10,5,6,7,8,4
"FAM107B",802,885,745,900,1029,651
"FAM108A1",473,527,481,662,667,515
"FAM108B1",325,373,258,122,144,139
"FAM108C1",506,571,465,649,496,505
"FAM109B",8,9,13,3,3,2
"FAM110A",82,56,88,52,63,27
"FAM110B",16,14,22,37,30,21
"FAM110C",49,36,24,25,21,35
"FAM111A",1103,811,160,1039,527,6
"FAM113A",131,113,110,142,151,104
"FAM113B",142,106,110,102,85,50
"FAM116A",454,331,395,413,373,295
"FAM116B",74,83,66,107,125,95
"FAM117A",87,46,110,96,96,116
"FAM117B",959,792,656,693,778,506
"FAM118A",30,33,32,19,9,9
"FAM118B",111,90,90,104,121,63
"FAM120A",1707,1724,1873,1931,1658,1283
"FAM120B",330,352,332,404,370,367
"FAM122A",69,68,64,96,63,60
"FAM122B",31,24,43,35,28,21
"FAM123B",40,36,48,50,38,19
"FAM125A",392,333,389,375,408,291
"FAM126A",38,36,50,29,28,16
"FAM126B",48,88,58,190,86,112
"FAM129A",130,84,119,42,71,25
"FAM129B",306,222,310,108,132,69
"FAM129C",6,8,0,7,5,9
"FAM131B",2,3,2,0,0,1
"FAM132A",7,4,4,0,1,3
"FAM133B",150,123,127,180,164,123
"FAM134B",1968,2518,2084,1028,514,961
"FAM134C",669,491,677,1176,870,674
"FAM135A",141,134,158,200,173,152
"FAM136A",303,274,298,262,197,178
"FAM13A",164,129,222,176,69,89
"FAM13B",502,481,465,463,387,285
"FAM149B1",141,163,142,207,209,160
"FAM151A",1,3,11,2,1,2
"FAM151B",55,38,27,40,29,29
"FAM154B",0,2,4,6,2,2
"FAM158A",7,9,10,20,29,12
"FAM160A2",209,161,190,149,196,108
"FAM160B2",252,218,193,276,347,246
"FAM161A",3,1,3,0,1,0
"FAM162A",357,411,426,308,211,226
"FAM163B",4,2,6,0,2,3
"FAM164A",31,22,36,13,5,12
"FAM164C",5,4,0,2,4,0
"FAM166A",3,1,2,4,1,1
"FAM167A",23,24,33,25,26,8
"FAM168A",373,369,368,561,483,390
"FAM172A",262,235,234,311,267,193
"FAM173A",105,114,103,148,184,128
"FAM173B",74,72,83,98,100,113
"FAM174A",106,79,90,80,79,57
"FAM175A",38,24,53,53,40,33
"FAM175B",446,426,442,510,447,350
"FAM176A",353,334,269,259,156,215
"FAM176B",79,75,91,61,85,48
"FAM178A",252,212,291,237,216,171
"FAM180A",26,11,35,36,23,19
"FAM185A",53,48,51,56,61,42
"FAM188A",470,523,514,724,742,559
"FAM189B",32,19,44,25,29,17
"FAM18A",10,9,9,4,0,4
"FAM18B2",215,235,289,259,251,287
"FAM193B",248,191,251,513,520,392
"FAM195A",41,47,55,56,45,39
"FAM195B",151,116,141,99,90,65
"FAM198B",280,259,313,90,99,44
"FAM19A5",2,2,0,1,3,1
"FAM203A",139,161,153,157,143,143
"FAM204A",43,40,43,35,37,28
"FAM207A",106,98,103,109,96,74
"FAM20A",292,280,269,269,291,209
"FAM20B",637,643,655,664,534,531
"FAM20C",455,287,354,662,898,508
"FAM210A",666,772,758,1559,1196,915
"FAM210B",328,433,430,1011,1285,996
"FAM212A",4,4,5,4,3,0
"FAM212B",11,5,8,2,6,2
"FAM213A",135,129,179,214,205,137
"FAM213B",163,150,139,148,127,189
"FAM21C",966,893,958,1265,983,750
"FAM25A",47,33,28,0,0,0
"FAM26F",62,51,35,7,6,5
"FAM32A",515,472,538,720,668,504
"FAM35A",451,499,434,455,360,374
"FAM36A",163,160,172,219,183,134
"FAM38A",496,362,423,148,177,99
"FAM3A",350,311,296,496,517,423
"FAM3C",217,168,192,130,117,91
"FAM3D",1,0,1,3,2,0
"FAM43A",303,274,256,68,78,48
"FAM45A",239,239,241,220,173,163
"FAM46A",202,195,187,246,281,193
"FAM46C",152,236,200,133,141,88
"FAM48A",438,321,352,393,356,338
"FAM49A",240,213,216,90,68,48
"FAM49B",533,407,458,189,166,136
"FAM50A",256,273,272,325,269,228
"FAM53A",101,71,105,123,98,84
"FAM53B",214,117,179,147,137,94
"FAM54B",731,692,679,1093,967,705
"FAM55C",13,12,23,6,7,2
"FAM58B",43,56,67,73,64,59
"FAM59B",3,0,4,2,0,0
"FAM5B",5,1,6,0,0,2
"FAM63A",213,232,211,398,323,264
"FAM64A",25,23,20,3,16,1
"FAM65B",19,28,31,19,21,6
"FAM69A",378,347,418,478,336,353
"FAM69B",7,1,5,3,3,5
"FAM70A",3,0,7,0,1,1
"FAM72A",4,4,0,0,0,1
"FAM73B",217,178,213,218,210,223
"FAM76A",281,235,248,157,194,135
"FAM76B",163,132,142,139,129,94
"FAM82A1",261,288,291,827,640,518
"FAM82A2",635,635,591,593,511,438
"FAM82B",265,311,323,492,389,379
"FAM83B",1,3,6,0,0,1
"FAM83D",39,28,45,8,5,2
"FAM83F",12,3,6,1,2,0
"FAM83H",365,419,314,184,222,146
"FAM84A",8,4,6,1,4,2
"FAM86A",26,23,23,36,22,29
"FAM89A",154,274,246,142,229,151
"FAM91A1",1310,1413,1332,1513,1332,1126
"FAM96A",330,378,355,409,408,332
"FAM96B",84,74,79,88,75,54
"FAM98A",422,428,419,492,409,348
"FAN1",72,49,55,73,62,70
"FANCA",61,47,49,13,23,9
"FANCB",24,27,22,6,7,6
"FANCC",23,29,27,55,66,29
"FANCD2",128,71,111,24,28,14
"FANCE",91,109,101,153,137,97
"FANCL",65,56,75,45,59,54
"FAR1",48,34,63,13,13,5
"FARP1",387,293,309,199,337,174
"FARP2",508,467,517,701,731,589
"FARS2",144,151,105,166,144,90
"FARSA",307,236,253,320,284,257
"FARSB",338,349,325,249,217,199
"FAS",139,185,229,101,85,97
"FASLG",12,14,7,2,3,1
"FASTK",431,430,397,441,481,392
"FASTKD1",145,121,198,202,126,135
"FASTKD2",116,109,107,97,77,79
"FASTKD3",155,148,133,198,176,167
"FAT1",1796,1847,1905,998,1005,613
"FAT4",54,70,119,77,107,32
"FAU",584,572,505,621,578,487
"FBL",342,314,334,262,212,208
"FBLIM1",70,47,53,7,9,6
"FBLN1",210,43,74,22,38,16
"FBLN5",389,267,470,101,210,96
"FBN1",1358,840,1249,261,472,188
"FBN2",19,15,25,6,11,0
"FBP1",3708,4165,3402,6627,5879,4945
"FBP2",2,1,1,0,1,2
"FBXL12",83,71,79,69,77,72
"FBXL15",27,25,14,42,33,29
"FBXL16",5,6,9,9,10,6
"FBXL17",254,265,252,390,385,281
"FBXL19",78,50,62,79,83,32
"FBXL20",55,61,56,63,93,57
"FBXL22",26,18,15,16,11,17
"FBXL3",457,424,450,401,425,304
"FBXL4",83,80,84,137,97,87
"FBXL5",530,398,382,443,413,306
"FBXL6",136,96,125,163,156,120
"FBXL7",26,35,31,33,29,15
"FBXL8",24,12,22,11,18,4
"FBXO11",368,313,357,420,414,271
"FBXO15",7,6,10,0,7,8
"FBXO18",635,591,592,660,609,475
"FBXO21",292,247,379,606,494,426
"FBXO22",364,327,334,352,324,210
"FBXO23",6,4,5,1,2,1
"FBXO25",67,58,67,74,94,74
"FBXO28",149,159,163,149,143,114
"FBXO3",1001,861,1034,1772,1053,886
"FBXO30",195,189,191,120,118,69
"FBXO31",68,88,65,76,91,107
"FBXO32",40,33,33,12,14,18
"FBXO33",185,180,188,281,212,192
"FBXO34",308,360,304,227,220,127
"FBXO39",6,8,3,1,5,1
"FBXO4",126,109,105,182,172,111
"FBXO42",123,88,106,99,122,68
"FBXO44",19,23,20,29,25,15
"FBXO46",102,66,69,89,84,55
"FBXO48",2,1,2,0,1,1
"FBXO5",90,55,87,13,16,15
"FBXO6",234,205,198,154,139,107
"FBXO7",422,444,445,541,439,385
"FBXO8",148,190,201,325,257,228
"FBXO9",625,643,566,1117,995,739
"FBXW11",633,552,526,612,556,413
"FBXW17",93,77,66,23,34,10
"FBXW2",626,623,599,791,659,540
"FBXW4",232,218,269,277,325,273
"FBXW5",575,624,549,826,841,612
"FBXW8",453,370,510,390,337,362
"FBXW9",106,99,86,143,112,100
"FCER1A",9,7,5,2,2,1
"FCER1G",983,679,723,233,186,120
"FCER2",1,0,0,2,4,4
"FCF1",194,192,176,219,197,158
"FCGBP",6,3,1,2,2,3
"FCGR1A",299,212,224,119,84,50
"FCGR2A",211,125,162,40,24,13
"FCGR2B",618,647,517,887,885,423
"FCGR3A",553,466,395,130,66,41
"FCGRT",1129,1204,1149,1809,1769,1257
"FCHO1",25,30,37,10,12,3
"FCHO2",296,299,348,392,260,225
"FCHSD1",65,42,52,28,32,30
"FCHSD2",514,430,544,629,530,283
"FCN1",476,565,345,530,509,319
"FCNB",103,83,58,14,20,8
"FCRLA",15,16,13,12,15,4
"FCRLB",5,4,3,0,0,0
"FCRLS",14,8,8,4,0,0
"FDFT1",619,1000,1268,2641,2619,1912
"FDPS",553,1030,1675,2697,3205,2066
"FDX1",376,503,407,634,361,405
"FDX1L",121,108,95,103,123,95
"FDXACB1",33,23,50,29,15,27
"FDXR",108,132,112,235,217,140
"FECH",539,512,654,960,995,753
"FEM1A",306,458,385,523,433,303
"FEM1B",93,120,157,172,125,105
"FEM1C",302,304,337,313,275,204
"FEN1",127,94,138,67,51,47
"FERMT1",1,0,5,0,1,2
"FERMT2",1614,1572,1646,1459,1504,922
"FERMT3",453,361,433,141,138,75
"FERT2",64,66,54,64,75,47
"FES",220,158,156,63,58,37
"FETUB",15534,22349,23994,58512,63357,57988
"FEV",4,0,1,6,2,0
"FEZ1",10,6,3,10,10,4
"FEZ2",173,162,181,175,136,107
"FGA",90037,98323,78458,82375,90012,97817
"FGB",65843,74817,61694,67787,69554,73380
"FGD1",76,51,75,85,60,36
"FGD2",194,155,171,70,51,26
"FGD3",85,62,79,37,24,10
"FGD4",92,190,148,220,132,123
"FGD6",60,81,66,52,43,16
"FGF1",32,55,64,87,62,47
"FGF11",2,1,1,2,3,1
"FGF12",0,1,0,0,2,4
"FGF13",4,1,1,0,0,1
"FGF21",14,8,11,2,14,8
"FGF23",31,15,4,0,0,0
"FGFBP3",10,7,7,10,10,10
"FGFR1",127,95,118,94,135,63
"FGFR1OP2",454,409,415,423,413,402
"FGFR2",772,734,728,730,1086,530
"FGFR3",309,188,345,278,308,288
"FGFR4",541,477,507,707,715,614
"FGFRL1",131,96,112,177,155,110
"FGG",60854,68609,53996,53784,60732,63847
"FGGY",288,329,304,404,395,277
"FGL1",8032,9366,7666,8329,7833,7563
"FGL2",1277,991,1019,298,212,130
"FGR",290,277,238,123,91,65
"FH1",1524,1507,1217,1880,1534,1533
"FHDC1",21,14,23,9,5,7
"FHIT",12,17,22,20,27,12
"FHL1",176,111,163,57,68,47
"FHL2",84,40,62,8,26,5
"FHL3",47,15,32,13,17,9
"FHL4",8,3,3,1,2,3
"FHOD1",137,99,172,139,159,83
"FIBIN",12,3,3,3,5,3
"FIBP",185,171,166,215,189,148
"FICD",71,58,78,212,140,182
"FIG4",189,173,163,305,283,231
"FIGF",123,35,83,10,6,2
"FIGN",15,45,33,61,30,53
"FIGNL1",22,20,23,5,9,1
"FILIP1",20,22,22,23,16,8
"FIP1L1",255,206,274,232,248,160
"FIS1",362,358,338,399,384,312
"FITM2",365,387,375,790,796,530
"FIZ1",115,115,111,140,138,110
"FJX1",20,17,24,1,3,2
"FKBP10",176,93,122,28,37,18
"FKBP11",245,228,265,125,175,130
"FKBP14",55,31,38,46,19,28
"FKBP1A",1524,1377,1321,1193,1289,1038
"FKBP2",442,461,457,651,645,509
"FKBP3",302,311,325,265,256,192
"FKBP4",1417,1457,1461,1778,1561,1355
"FKBP5",1321,996,1496,409,239,355
"FKBP7",28,14,22,16,15,16
"FKBP8",2190,2849,2402,3459,3461,2597
"FKBP9",512,423,549,435,598,407
"FKBPL",46,40,53,93,86,72
"FKRP",160,95,128,97,114,69
"FKTN",144,187,194,306,258,204
"FLAD1",454,523,468,503,496,518
"FLCN",525,529,462,490,456,361
"FLI1",136,144,162,49,54,33
"FLII",878,809,845,662,675,372
"FLNA",3113,2160,2609,580,814,335
"FLNB",1618,1562,1706,1626,1357,895
"FLNC",64,22,20,7,5,10
"FLOT1",371,353,365,343,336,235
"FLOT2",579,553,520,380,452,318
"FLRT1",2,1,4,7,9,6
"FLRT2",35,7,18,9,21,5
"FLRT3",24,25,26,20,45,10
"FLT1",220,183,222,195,264,86
"FLT3",51,26,40,29,26,13
"FLT4",221,213,217,260,310,107
"FLVCR2",251,232,219,114,220,96
"FMC1",55,52,45,90,93,64
"FMNL1",265,149,220,81,82,41
"FMO1",26,65,107,2125,2091,1997
"FMO2",46,9,18,19,14,26
"FMO3",3508,5269,4608,6198,2705,4044
"FMO4",68,86,81,172,141,132
"FMO5",2226,2470,2493,3938,2389,1830
"FMOD",18,4,6,8,21,9
"FMR1",464,535,578,644,553,447
"FN1",35945,40655,35797,39000,52263,49343
"FN3K",11,17,24,47,30,35
"FN3KRP",90,97,112,218,166,127
"FNBP1",235,199,210,215,119,83
"FNBP1L",89,116,124,133,97,74
"FNBP4",628,538,548,517,491,414
"FNDC1",219,40,187,13,36,23
"FNDC3A",839,1004,1003,1611,1693,1102
"FNDC3B",570,704,735,749,591,775
"FNDC7",1,2,0,1,3,0
"FNDC8",2,2,2,0,0,1
"FNTA",368,377,322,303,289,201
"FNTB",89,71,92,44,64,25
"FOLH1",5,4,3,8,6,3
"FOLR1",3,2,4,3,0,1
"FOLR2",249,170,150,84,67,26
"FOPNL",86,69,102,57,45,38
"FOS",121,54,25,11,82,7
"FOSL1",6,8,6,2,1,0
"FOXA1",150,130,96,293,338,193
"FOXA2",117,97,111,234,336,180
"FOXA3",593,850,556,383,480,365
"FOXJ2",297,226,263,309,323,202
"FOXJ3",228,208,223,199,204,131
"FOXK1",99,82,72,73,80,50
"FOXK2",318,259,305,333,330,202
"FOXM1",110,93,112,17,44,24
"FOXN3",349,420,370,534,507,328
"FOXN4",1,3,3,0,1,1
"FOXO1",385,472,368,338,241,154
"FOXO3",234,270,259,158,215,81
"FOXO4",131,58,122,206,133,106
"FOXP1",155,133,136,125,134,80
"FOXP3",10,9,14,2,2,1
"FOXP4",251,186,213,275,244,152
"FOXQ1",38,33,4,3,0,0
"FOXRED2",15,10,12,18,28,5
"FOXS1",7,2,11,0,2,4
"FPGT",75,72,72,139,113,78
"FRA10AC1",68,64,74,109,106,70
"FREM1",29,33,70,31,38,14
"FREM2",2,2,6,4,3,8
"FRK",184,210,195,366,264,252
"FRMD4A",58,35,84,44,39,8
"FRMD8",220,217,217,113,110,56
"FRMPD4",1,2,2,2,2,0
"FRS2",299,251,294,322,304,196
"FRS3",29,29,31,39,36,37
"FRY",110,89,123,56,53,39
"FRZB",24,13,34,14,11,15
"FSCN3",22,12,13,5,9,5
"FSIP1",5,11,11,4,1,1
"FST",63,27,19,2,1,1
"FSTL1",895,679,835,286,483,230
"FSTL3",10,12,6,1,0,2
"FTCD",1878,2958,2027,4582,4474,2817
"FTH1",9626,8501,8940,12143,9738,7919
"FTL",149,124,138,177,182,81
"FTO",295,307,261,301,304,206
"FTSJ2",32,40,30,61,46,52
"FTSJ3",365,352,377,324,226,248
"FTSJD1",89,73,74,71,54,49
"FTSJD2",772,769,771,1026,928,629
"FUBP1",22,31,35,41,34,16
"FUBP3",229,210,221,253,223,164
"FUCA1",1039,955,923,1035,1084,734
"FUCA2",170,191,155,199,199,125
"FUK",61,70,75,100,105,90
"FUNDC1",118,94,103,157,131,110
"FUNDC2",62,52,51,44,41,39
"FURIN",3010,3144,3271,5811,5410,4072
"FUS",1000,994,1179,801,974,530
"FUT1",18,10,11,7,9,9
"FUT11",51,52,50,56,50,43
"FUT2",6,0,3,0,1,1
"FUT4",118,105,98,37,25,21
"FUT7",13,9,11,2,0,5
"FUT8",86,78,88,93,104,92
"FUZ",30,22,18,29,37,19
"FV1",127,152,138,67,61,36
"FXC1",72,57,68,81,65,54
